Building Name (1),樓宇名稱 (一),Building Name (2),樓宇名稱 (二),Building Name (3),樓宇名稱 (三),Address (1),樓宇地址(一),Address (2),樓宇地址(二),Address (3),樓宇地址(三),"Year of Completion
落成年份","Owners' Corporation
業主立案法團",Remark,備註
"Breakthrough Community
Youth Campus",突破青年村,,,,,"33 A Kung Kok Shan Rd.,
Sha Tin","沙田
亞公角山路33號",,,,,1996,,,
Brighthelmstone,,,,,,"154 Tai Hang Hau,
Clear Water Bay","清水灣
大坑口154號",,,,,1976,,,
Brighton Place,海晴軒,,,,,"23 Shiu Wo St.,
Tsuen Wan","荃灣
兆和街23號",,,,,1999,P,,
Brighton Villa,晶晶小築,,,,,"DD 217 Lot 1103,
Off Hiram's Highway,
Hebe Haven, Sai Kung","西貢白沙灣
近西貢公路第217約
第1103號地段",,,,,1966,,,
Brilliant Garden,彩暉花園,,,,,"250 Castle Peak Rd. San Hui,
Tuen Mun","屯門
青山公路新墟段250號",,,,,1989,P,,
Brixham,,,,,,"72 Che Keng Tuk Rd.,
Sai Kung","西貢
輋徑篤路72號",,,,,1975,,,
Broadview Garden,偉景花園,,,,,"1 Tsing Luk St.,
Tsing Yi","青衣
青綠街1號",,,,,,,See Appendix II,見附錄II
Broadview Garden,偉景花園,Block 1-7,第1至7座,,,,,,,,,,,See Appendix II,見附錄II
Broadwater,,,,,,"68 Sheung Sze Wan,
Clear Water Bay","清水灣
相思灣68號",,,,,-,,,
Brook Villa,,,,,,"291 Castle Peak Rd. Ting Kau,
Tsuen Wan","荃灣
青山公路汀九段291號",,,,,-,,,
"Brothers Point Terminal Doppler
Weather Radar Station",大欖角機場多普勒天氣雷達站,,,,,"Off Tai Lam Chung Rd.,
Tuen Mun",屯門近大欖涌路,,,,,-,,,
Buddhist Bright Pearl Primary School,佛教明珠學校,,,,,"1 Shing Tin St.,
Chun Shek Estate, Sha Tin","沙田秦石邨
盛田街1號",,,,,-,,,
"Buddhist Chan Wing Kan
Memorial School",佛教陳榮根紀念學校,,,,,"23 Lam Hau Tsuen Rd.,
Yuen Long","元朗
欖口村路23號",,,,,-,,,
"Buddhist Chi Hong Chi Lam
Memorial College",佛教慈航智林紀念中學,,,,,"4 Chui Yi St.,
Tai Po","大埔
翠怡街4號",,,,,-,,,
Buddhist Fat Ho Memorial College,佛教筏可紀念中學,,,,,"99 Tai O Rd., 
Lantau Island","大嶼山
大澳道99號",,,,,1977,,,
"Buddhist Kok Kwong
Secondary School",佛教覺光法師中學,,,,,"5 Sha Kok St.,
Sha Kok Estate,
Sha Tin","沙田
沙角邨
沙角街5號",,,,,-,,,
"Buddhist Kok Kwong
Secondary School (Extension)",佛教覺光法師中學(擴建部分),,,,,"5 Sha Kok St.,
Sha Kok Estate,
Sha Tin","沙田
沙角邨
沙角街5號",,,,,-,,,
"Buddhist Lam Bing Yim
Memorial School",佛教林炳炎紀念學校,,,,,"33 Tai Ha St.,
Kwai Chung","葵涌
大廈街33號",,,,,-,,,
"Buddhist Lim Kim Tiam
Memorial Primary School",佛教林金殿紀念小學,,,,,"177 Hing Fong Rd.,
Kwai Fong Estate,
Kwai Chung","葵涌
葵芳邨
興芳路177號",,,,,-,,,
Buddhist Mau Fung Memorial College,佛教茂峰法師紀念中學,,,,,"18 Tin Pak Rd.,
Tin Shui Wai","天水圍
天柏路18號",,,,,-,,,
"Buddhist Po Ching Care & Attention
Home for the Aged Women",佛教寶靜護理安老院,,,,,"10 Chi Fuk Circuit,
Fanling","粉嶺
置福圍10號",,,,,1977,,,
"Buddhist Po Ching Home for
the Aged Women",佛教寶靜安老院,,,,,"8 Chi Fuk Circuit,
Fanling","粉嶺
置福圍8號",,,,,1998,,,
Buddhist Poh Yea Home for The Aged,佛教般若安老院,,,,,"297 Pai Tau Tsuen,
Sha Tin","沙田
排頭村297號",,,,,-,,,
Buddhist Sin Tak College,佛教善德英文中學,,,,,"5 Hing Shing Rd.,
Kwai Chung","葵涌
興盛路5號",,,,,-,,,
"Buddhist Sum Heung Lam
Memorial College",佛教沈香林紀念中學,,,,,"3 Leung Choi Lane,
Tai Hing Estate,
Tuen Mun","屯門
大興邨
良才里3號",,,,,-,,,
Buddhist Tai Kwong Middle School,佛教大光中學,,,,,"178 Kam Shan,
Tai Po","大埔
錦山路178號",,,,,-,,,
"Buddhist To Chi Fat She
Yeung Yat Lam Memorial School",道慈佛社楊日霖紀念學校,,,,,"6 Tin Pak Rd.,
Tin Shui Wai","天水圍
天柏路6號",,,,,-,,,
Buddhist Wai Yan Memorial College,佛教慧恩法師紀念中學,,,,,"25 Tai Hing Tai Rd.,
Cheung Chau","長洲
大興堤路25號",,,,,-,,,
"Buddhist Wong Sewai
Memorial School",佛教黃筱煒紀念學校,,,,,"4 Wu Cheong St.,
Wu King Estate, Tuen Mun","屯門湖景邨
湖昌街4號",,,,,-,,,
Buddhist Wong Wan Tin College,佛教黃允畋中學,,,,,"30 Mei Tin Rd.,
Mei Lam Estate,
Tai Wai","大圍
美林邨
美田路30號",,,,,-,,,
"Buddhist Yip Kei Nam
Memorial College",佛教葉紀南紀念中學,,,,,"Cheung Ching Estate,
Tsing Yi","青衣
長青邨",,,,,-,,,
Buena Vista,怡景花園,,,,,"7 Pik Sha Rd.,
Sai Kung","西貢
碧沙路7號",,,,,1978,P,,
Bui O Public School,杯澳公立學校,,,,,"2 Lo Uk Tsuen,
Pui O, Lantau Island","大嶼山貝澳
羅屋村2號",,,,,-,,,
Bun Hing Yuen,賓興園,,,,,"DD 110 Lot 803 &
C.L.L. No. Y22101,
Off Kam Tin Rd.,
Shek Kong","元朗石崗近錦田公路
第110約第803號地段
及官地牌照第Y22101號",,,,,-,,,
Bun Luen Building,品聯樓,,,,,"94 & 94A San Fung Avenue,
Shek Wu Hui, Sheung Shui","上水石湖墟
新豐路94及94A號",,,,,1979,,,
Burlingame Garden,栢寧頓花園,,,,,"6A Chuk Yeung Rd.,
Sai Kung","西貢
竹洋路6A號",,,,,1996,P,,
Burn Side,畔溪,,,,,"30 San Shek Wan,
Lantau Island","大嶼山
䃟石灣30號",,,,,-,,,
Business Aviation Centre,商用航空中心,,,,,"12 South Perimeter Rd.,
Chek Lap Kok","赤鱲角
南環路12號",,,,,2007,,,
Butterfly Bay Community Centre,蝴蝶灣社區中心,,,,,"1 Wu Chui Rd.,
Butterfly Estate, Tuen Mun","屯門蝴蝶邨
湖翠路1號",,,,,-,,,
Butterfly Crest,蝶崗,,,,,"11 Cheung Fu St.,
Cheung Sha, Lantau Island","大嶼山長沙
長富街11號",,,,,1983,P,,
Butterfly Estate,蝴蝶邨,,,,,"1 Wu Chui Rd., Tuen Mun",屯門湖翠路1號,,,,,,,See Appendix I,見附錄I
Butterfly Estate,蝴蝶邨,Butterfly Plaza,蝴蝶廣場,,,,,,,,,,,See Appendix I,見附錄I
Butterfly Estate,蝴蝶邨,Tip Chui House,蝶聚樓,,,,,,,,,,,See Appendix I,見附錄I
Butterfly Estate,蝴蝶邨,Tip Ling House,蝶翎樓,,,,,,,,,,,See Appendix I,見附錄I
Butterfly Estate,蝴蝶邨,Tip Mo House,蝶舞樓,,,,,,,,,,,See Appendix I,見附錄I
Butterfly Estate,蝴蝶邨,Tip Sum House,蝶心樓,,,,,,,,,,,See Appendix I,見附錄I
Butterfly Estate,蝴蝶邨,Tip Yee House,蝶意樓,,,,,,,,,,,See Appendix I,見附錄I
Butterfly Estate,蝴蝶邨,Tip Ying House,蝶影樓,,,,,,,,,,,See Appendix I,見附錄I
C & C Building,中華商務印刷大廈,,,,,"36 Ting Lai Rd., Tai Po",大埔汀麗路36號,,,,,1991,,,
"C. & M. A. Chui Chak Lam
Memorial School",基督教宣道會徐澤林紀念小學,,,,,"68 Kin Tak St.,
Yuen Long","元朗
建德街68號",,,,,-,,,
"C.C.C. Cheung Chau Church
Kam Kong Kindergarten",中華基督教會長洲堂錦江幼稚園,,,,,"14  School Rd.,
Cheung Chau","長洲
學校路14號",,,,,-,,,
"C.C.C. Chuen Yuen First
Primary School",中華基督教會全完第一小學,,,,,"6/8 Tai Uk St.,
Tsuen Wan","荃灣
大屋街6/8號",,,,,-,,,
C.C.C. Chun Kwong Primary School,中華基督教會元朗真光小學,,,,,"5 Chung Sing Path,
Yuen Long","元朗
鐘聲徑5號",,,,,-,,,
"C.C.C. Fung Leung Kit
Memorial Secondary School",中華基督教會馮梁結紀念中學,,,,,"22 Plover Cove Rd.,
Tai Po","大埔
寶湖道22號",,,,,-,,,
C.C.C. Hoh Fuk Tong Primary School,中華基督教會何福堂小學,,,,,"41 Lung Mun Rd.,
Tuen Mun","屯門
龍門路41號",,,,,-,,,
C.C.C. Kei Ching Primary School,中華基督教會基正小學,,,,,"12 On Po Rd.,
Fu Shin Estate, Tai Po","大埔富善邨
安埔路12號",,,,,-,,,
C.C.C. Kei Leung Primary School,"中華基督教會
(香港區會)基良小學",,,,,"31 Tin King Rd.,
Leung King Estate,
Tuen Mun","屯門良景邨
田景路31號",,,,,-,,,
C.C.C. Kei San Secondary School,中華基督教會基新中學,,,,,"8 Wu Tip Shan Rd.,
Fanling","粉嶺
蝴蝶山路8號",,,,,-,,,
C.C.C. Kei Wai Primary School,中華基督教會基慧小學,,,,,"167/185 Tsuen King Circuit,
Tsuen Wan","荃灣
荃景圍167/185號",,,,,-,,,
"C.C.C. Kei Wai Primary School
(Ma Wan)",中華基督教會基慧小學 (馬灣),,,,,"12 Pak Lam Rd.,
Ma Wan","馬灣
珀林路12號",,,,,-,,,
"C.C.C. Sheung Shui Church
Kindergarten",中華基督教會上水堂幼稚園,,,,,"23 Jockey Club Rd.,
Sheung Shui","上水
馬會道23號",,,,,-,,,
"C.C.C. Tam Lee Lai Fun Memorial
Secondary School",中華基督教會譚李麗芬紀念中學,,,,,"10 San Wo Lane,
Tuen Mun","屯門
新和里10號",,,,,-,,,
C.K.K. Industrial Building,朱鈞記工貿大廈,,,,,"1 On Lok Mun St.,
Fanling","粉嶺
安樂門街1號",,,,,1996,,,
Cable TV Tower,有線電視大樓,,,,,"9 Hoi Shing Rd.,
Tsuen Wan","荃灣
海盛路9號",,,,,1992,,,
"Café De Coral Central Processing
Plant 1",大家樂中央產製1廠,,,,,"19 Dai Fu St.,
Tai Po Industrial Estate,
Tai Po","大埔
大埔工業邨
大富街19號",,,,,2012,,,
Café De Coral Centre,大家樂中心,,,,,"5/13 Wo Shui St.,
Fo Tan","火炭
禾穗街5/13號",,,,,1979,,,
Cambridge Plaza,劍橋廣場,,,,,"188 San Wan Rd.,
Sheung Shui","上水
新運路188號",,,,,1991,,,
Camellia Court,翠彤苑,,,,,"3 Yu Tai Rd.,
Fanling","粉嶺
裕泰路3號",,,,,1994,P,,
Cameo Court,錦麗園,,,,,"23 Ting Lai Rd.,
Tai Po","大埔
汀麗路23號",,,,,1991,,,
Campbell Building,金寶大廈,,,,,"9 Kik Yeung Rd.,
Yuen Long","元朗
擊壤路9號",,,,,1976,P,,
Capital Garden,歡泰花園,,,,,"DD 223 Lot 253 Off Clear
Water Bay Rd., Ta Ku Ling","打鼓嶺近清水灣道
第223約第253號地段",,,,,1980,P,,
Capital Villa,歡景花園,,,,,"DD 223 Lot 252 Off Clear
Water Bay Rd., Ta Ku Ling","打鼓嶺近清水灣道
第223約第252號地段",,,,,1980,P,,
Capri,,,,,,"33 Tong Yin St.,
Tseung Kwan O","將軍澳
唐賢街33號",,,,,2017,,,
Carado Garden,雲疊花園,,,,,Sha Tin,沙田,,,,,1989,P,See Appendix IV,見附錄IV
Carado Garden,雲疊花園,Block 1,第1座,,,,,20 Tin Sam St.,田心街20號 ,,,,P,See Appendix IV,見附錄IV
Carado Garden,雲疊花園,Block 2,第2座,,,,,22 Tin Sam St.,田心街22號 ,,,,P,See Appendix IV,見附錄IV
Carado Garden,雲疊花園,Block 3,第3座,,,,,24 Tin Sam St.,田心街24號 ,,,,P,See Appendix IV,見附錄IV
Carado Garden,雲疊花園,Block 4,第4座,,,,,26 Tin Sam St.,田心街26號 ,,,,P,See Appendix IV,見附錄IV
Carado Garden,雲疊花園,Block 5,第5座,,,,,28 Tin Sam St.,田心街28號 ,,,,P,See Appendix IV,見附錄IV
Carado Garden,雲疊花園,Block 6,第6座,,,,,30 Tin Sam St.,田心街30號 ,,,,P,See Appendix IV,見附錄IV
Cardinal Industrial Building,基力工業大廈,,,,,"17 On Lok Mun St.,
Fanling","粉嶺
安樂門街17號",,,,,1990,,,
Caribbean Coast,映灣園,,,,,"Tung Chung, Lantau Island",大嶼山東涌,,,,,,,,
Caribbean Coast,映灣園,Albany Cove,映濤軒,,,,,1 Kin Tung Rd.,健東路1號,,,2004,,,
Caribbean Coast,映灣園,Albany Cove,映濤軒,Towers 6-8,6-8座,,,,,,,,,,
Caribbean Coast,映灣園,Caribbean Square,映灣薈,,,,,1 Kin Tung Rd.,健東路1號,,,2004,,,
Caribbean Coast,映灣園,Carmel Cove,悅濤軒,,,,,"1 Kin Tung Rd.,",健東路1號,,,2005,,,
Caribbean Coast,映灣園,Carmel Cove,悅濤軒,Towers 9-12,9-12座,,,,,,,,,,
Caribbean Coast,映灣園,Crystal Cove,聽濤軒,,,,,1 Kin Tung Rd.,健東路1號,,,2006,,,
Caribbean Coast,映灣園,Crystal Cove,聽濤軒,Towers 15-16,15-16座,,,,,,,,,,
Caribbean Coast,映灣園,Monterey Cove,賞濤軒,,,,,2 Kin Tung Rd.,健東路2號,,,2002,,,
Caribbean Coast,映灣園,Monterey Cove,賞濤軒,Towers 1-3 & 5,1-3座及5座,,,,,,,,,,
Caritas Bianchi College of Careers,明愛白英奇專業學校,,,,,"18 Chui Ling Rd.,
Tseng Kwan O","將軍澳
翠嶺路18號",,,,,-,,,
"Caritas Chan Chun Ha
Field Studies Centre",明愛陳震夏郊野學園,,,,,"39 Chi Ma Hang Rd.,
Cheung Chau","長洲
芝麻坑路39號",,,,,-,,,
"Caritas Fanling Chan Chun Ha
Secondary School",明愛粉嶺陳震夏中學,,,,,"28 San Wan Rd.,
Fanling","粉嶺
新運路28號",,,,,-,,,
"Caritas Harold H. W. Lee
Care and Attention Home",明愛利孝和護理安老院,,,,,"17 Kong Pui St.,
Sha Tin","沙田
崗背街17號",,,,,1997,,,
"Caritas Institute of Community
Education-Shatin",明愛社區教育中心-沙田,,,,,"18/24 Man Lai Rd.,
Sha Tin","沙田
文禮路18/24號",,,,,1980,,,
"Caritas Institute Of
Higher Education",明愛專上學院,,,,,"2 Chui Ling Lane,
Tseung Kwan O","將軍澳
翠嶺里2號",,,,,2016,,,
"Caritas Jockey Club Lai King
Rehabilitation Centre",明愛賽馬會荔景社會服務中心,,,,,"31 Lai Chi Ling Rd.,
Kwai Chung","葵涌
荔枝嶺路31號",,,,,-,,,
Caritas Jockey Club Siu Tong Camp,明愛賽馬會小塘營,,,,,"DD 284 STT 512
Lai Chi Chong,
Sai Kung","西貢
荔枝莊丈量約份第284約
短期租約第512號",,,,,-,,,
"Caritas Jockey Club Tsuen Wan
Social Service Building",明愛賽馬會荃灣服務樓,,,,,"9 Shing Mun Rd.,
Tsuen Wan","荃灣
城門道9號",,,,,2017,,,
Caritas Lok Jun School,明愛樂進學校,,,,,"39 Man Lai Rd.,
Sha Tin","沙田
文禮路39號",,,,,-,,,
Caritas Lok Kan School,明愛樂勤學校,,,,,"17 Tin Tan St.,
Tin Shui Wai","天水圍
天壇街17號",,,,,-,,,
"Caritas Ma On Shan Secondary
School",明愛馬鞍山中學,,,,,"2 Kam Ying Rd.,
Ma On Shan",馬鞍山錦英路2號,,,,,-,,,
Caritas Resurrection School,明愛樂羣學校,,,,,"31 Sui Wo Rd., Sha Tin",沙田穗禾路31號,,,,,-,,,
Caritas Social Centre Shatin,沙田明愛服務中心,,,,,"23/25 Man Lai Rd.,
Sha Tin","沙田
文禮路23/25號",,,,,-,,,
Caritas St. Joseph Secondary School,明愛聖若瑟中學,,,,,"10 Fung Shue Wo Rd.,
Tsing Yi Estate, Tsing Yi","青衣青衣邨
楓樹窩路10號",,,,,-,,,
"Caritas Tuen Mun Marden
Foundation Secondary School",明愛屯門馬登基金中學,,,,,"3 Wong Yin St.,
Tuen Mun","屯門
旺賢街3號",,,,,-,,,
"Caritas Yuen Long Chan Chun Ha
Secondary School",明愛元朗陳震夏中學,,,,,"66 Sai Yu St.,
Yuen Long","元朗
西裕街66號",,,,,-,,,
"Carmel Alison Lam Foundation
Secondary School",基督教興學會迦密愛禮信中學,,,,,"4 Wah King Hill Rd.,
Kwai Chung","葵涌
華景山路4號",,,,,-,,,
Carmel Alison Lam Primary School,迦密愛禮信小學,,,,,"69 Che Kung Miu Rd.,
Hin Keng Estate, Sha Tin","沙田顯徑邨
車公廟路69號",,,,,-,,,
"Carmel Bunnan Tong Memorial
Secondary School",迦密唐賓南紀念中學,,,,,"2 Wu Yuet St.,
Wu King Estate, Tuen Mun","屯門湖景邨
湖月街2號",,,,,-,,,
"Carmel Divine Grace Foundation
Secondary School",迦密主恩中學,,,,,"18 Po Lam Rd. N.,
Po Lam Estate,
Tseung Kwan O","將軍澳寶林邨
寶琳北路18號",,,,,-,,,
Carmel Holy Word Secondary School,迦密聖道中學,,,,,"10 Tai Po Tai Wo Rd.,
Tai Po","大埔
大埔太和路10號",,,,,-,,,
Carmel Pak U Secondary School,迦密柏雨中學,,,,,"Tai Yuen Estate, Tai Po",大埔大元邨,,,,,-,,,
Carmine Court,嘉利園,,,,,"11 Yau Chuen St.,
Yuen Long","元朗
友全街 11號",,,,,1991,P,,
Carole Garden,景安園,,,,,"131 Tai Tseng Wai,
Ping Shan Yuen Long","元朗屏山
大井圍131號",,,,,1994,,,
Carson Mansion,嘉新大樓,,,,,"Ground Floor:
4/6 Dung Fat St.,
46/50 & 54/58 Lo Tak Court
3/5 On Wing St., Tsuen Wan
Upper Floors:
52 Lo Tak Court","地下︰
荃灣登發街4/6號
路德圍46/50及54/58號
安榮街3/5號
樓上各層︰
路德圍52號",,,,,1974,P,,
Casa Bella,銀海山莊,,,,,"5 Silverstrand Beach Rd.,
Sai Kung","西貢
銀線灣道5號",,,,,1993,P,,
Casa De Oro,金閣豪園,,,,,"23 Hung Shui Kiu Main St.,
Yuen Long","元朗
洪水橋大街23號",,,,,1999,P,,
Casa Del Mar,,,,,,"6 Kam Shue Rd.,
Sai Kung","西貢
甘澍路6號",,,,,1977,P,,
"Casa Guardia, H.K.P.F.",,,,,,"45 Lo Uk Tsuen,
Lantau Island","大嶼山
羅屋村45號",,,,,-,,,
Casa Loma,富嘉堡,,,,,"11 Silver Cape Rd.,
Sai Kung","西貢
銀岬路11號",,,,,1989,P,,
Casa Marina I,淺月灣一期,,,,,"28 Lo Fai Rd.,
Tai Po","大埔
露輝路28號",,,,,1999,,,
Casa Marina II,淺月灣二期,,,,,"1 Lo Ping Rd.,
Tai Po","大埔
露屏路1號",,,,,2000,P,,
Casa Orquidia,,,,,,"DD 35 Lot 299
Off Tai Po Rd. Tai Po Kau
Tai Po","大埔
近大埔公路大埔滘段
第35約第299號地段",,,,,-,,,
Casa Paradizo,夏威夷豪園,,,,,"83 San Tam Rd.,
San Tin, Yuen Long","元朗新田
新潭路83號",,,,,1997,,,
Casa Pequena,,,,,,"DD 35 Lot 299
Off Tai Po Rd. Tai Po Kau
Tai Po","大埔
近大埔公路大埔滘段
第35約第299號地段",,,,,-,,,
Casa Regalia,富豪‧悅庭,,,,,"67A-89 Tan Kwai Tsuen Rd.,
Hung Shui Kiu, Yuen Long","元朗洪水橋
丹桂村路67A-89號",,,,,2015,,,
Casa Verde,,,,,,"64F Sheung Sze Wan Rd.,
Clear Water Bay","清水灣
相思灣路64F號",,,,,1986,,,
Casa Vida,,,,,,"DD 235 Lot 146,
Off Clear Water Bay Rd.,
Sheung Sze Wan Sai Kung","西貢相思灣
近清水灣道第235約
第146號地段",,,,,1974,,,
Casas Domingo,嘉麗山莊,,,,,"8 Kam Ka St.,
Kwu Tung","古洞
金嘉街8號",,,,,1995,P,,
Castello,帝堡城,,,,,"69 Siu Lek Yuen Rd.,
Sha Tin","沙田
小瀝源路69號",,,,,1999,,,
Castle Peak Bay Garden,青山灣花園,,,,,"2 Tsing Ha Lane,
Castle Peak Bay","青山灣
青霞里2號",,,,,1979,P,,
Castle Peak Bay Immigration Centre,青山灣入境事務中心,,,,,"84 Castle Peak Rd.
Castle Peak Bay, Tuen Mun","屯門青山公路
青山灣段84號",,,,,-,,,
Castle Peak Buddhist School,青山佛教學校,,,,,"DD 131 Lot 656,
Off Tsing Wun Rd., Tuen Mun","屯門近青雲路
第131約第656號地段",,,,,-,,,
Castle Peak Catholic Primary School,青山天主教小學,,,,,"2 Tuen Mun Heung Sze
Wui Rd., Tuen Mun","屯門
屯門鄉事會路2號",,,,,-,,,
Castle Peak Divisional Police Station,青山分區警署,,,,,"12 Wu On St.,
Tuen Mun","屯門
湖安街12號",,,,,-,,,
Castle Peak Government Quarters,青山政府宿舍,,,,,"2/8 Tsing Chung Koon Rd. &
16/22 San Fuk Rd.,
Tuen Mun","屯門
青松觀路2/8號及
新福路16/22號",,,,,-,,,
Castle Peak Hospital,青山醫院,,,,,"15 Tsing Chung Koon Rd.,
Tuen Mun","屯門
青松觀路15號",,,,,-,,,
Castle Peak Hospital,青山醫院,Block A (Perseverance Hall),A座 (自強樓),,,,,,,,,,,,
Castle Peak Hospital,青山醫院,Block D (Wisdom House),D座 (匯智樓),,,,,,,,,,,,
Castle Peak Hospital,青山醫院,Block E (Brilliance House),E座 (杏暉樓),,,,,,,,,,,,
Castle Peak Hospital,青山醫院,Block F (Unity House),F座 (同心樓),,,,,,,,,,,,
Castle Peak Hospital,青山醫院,Block S (Academia House),S座 (學院樓),,,,,,,,,,,,
"Castle Peak Hospital
Mindset Club",青山醫院思健俱樂部,,,,,"2A Tsing Chung Koon Rd.,
Tuen Mun","屯門
青松觀路2A號",,,,,-,,,
Castle Peak Hospital Nurses Quarter,青山醫院護士宿舍,,,,,"16/20 Tsing Chung Koon Rd.,
Tuen Mun","屯門
青松觀路16/20號",,,,,-,,,
Castle Peak Power Station,,,,,,"9 Lung Yiu St., Tuen Mun",屯門龍耀街9號,,,,,-,,,
Castle Peak Villas,青山別墅,,,,,"19 Lok Chui St.,
Tuen Mun","屯門
樂翠街19號",,,,,1975,P,,
Castle Peak Wholesale Fish Market,青山魚類批發市場,,,,,"101 Wu Shan Rd., 
Tuen Mun","屯門
湖山路101號",,,,,-,,,
"Cathay Pacific Airways Flight
Training Centre",國泰飛行訓練中心,,,,,"10 Scenic Rd.,
Cathay Pacific City
Chek Lap Kok","赤鱲角
國泰城
觀景路10號",,,,,1999,,,
Cathay Pacific Cargo Terminal,國泰航空貨運站,,,,,"3 Chun Wan Rd.,
Chek Lap Kok","赤鱲角
駿運路3號",,,,,2012,,,
Cathay Pacific City,國泰城,,,,,"8 Scenic Rd.,
Chek Lap Kok","赤鱲角
觀景路8號",,,,,1998,,,
Cathay Pacific Stores Building,國泰倉庫大樓,,,,,"2 Chun Ming Rd.,
Cathay Pacific City
Chek Lap Kok","赤鱲角
國泰城
駿明路2號",,,,,1999,,,
CCT Telecom Building,中建電訊大廈,,,,,"11 Wo Shing St.,
Sha Tin","沙田
禾盛街11號",,,,,1996,P,,
CDW Building,中染大廈,,,,,"382/392 Castle Peak Rd. 
Tsuen Wan, Tsuen Wan","荃灣
青山公路荃灣段382/392號",,,,,1982,,,
CDW Building,中染大廈,8 1/2,8咪半,,,,,G/F-8/F,地下至八樓,,,,,,
Celebrity Villa,麗景閣,,,,,"76 Pak Shek Terrace
Clear Water Bay Sai Kung","西貢清水灣
白石臺76號",,,,,-,,,
Celestial Crest A,傲雲峯A,,,,,"38L Lo Uk Tsuen,
Ha Tsuen, Yuen Long","元朗廈村
羅屋村38L號",,,,,-,,,
Celestial Crest B,傲雲峯B,,,,,"38K Lo Uk Tsuen,
Ha Tsuen, Yuen Long","元朗廈村
羅屋村38K號",,,,,-,,,
Celestial Villa,秀麗苑,,,,,"DD 223 Lot 246, Off Clear
Water Bay Rd., Ta Ku Ling","打鼓嶺近清水灣道
第223約第246號地段",,,,,1983,,,
Cenfa Villa,成發山莊,,,,,"263-279 Sha Po Kong,
Tuen Mun","屯門沙埔崗
263-279號",,,,,1999,,,
Centra Horizon,海日灣II,,,,,"18 Chong San Rd.,
Tai Po","大埔
創新路18號",,,,,2020,,,
Central Industrial Building,中央工業大廈,,,,,"57/61 Ta Chuen Ping St.,
Kwai Chung","葵涌
打磚坪街57/61號",,,,,1970,,,
Central Mansion,新都苑,,,,,"Ground Floor:
26, 30/36 & 40 Tai Kwong
Lane & 15/19 & 23/27
Wan Tau Square, Tai Po
Upper Floors:
28 & 38 Tai Kwong Lane
& 21 Wan Tau Square","地下︰
大埔大光里26、30/36
及40號及運頭坊
15/19及23/27號
樓上各層︰
大光里28及38號
及運頭坊21號",,,,,1971,,,
Central Park Towers,栢慧豪園,,,,,"2 Tin Yan Rd.,
Tin Shui Wai","天水圍
天恩路2號",,,,,2007,,,
Central Park Towers,栢慧豪園,Towers 1-3 & 5-6,1-3及5-6座,,,,,,,,,,,,
Central Park Towers II,栢慧豪廷,,,,,"2 Tin Yan Rd.,
Central Park Towers
Tin Shui Wai","天水圍
栢慧豪園
天恩路2號",,,,,2010,,,
Central Park Towers II,栢慧豪廷,Towers 7-9,7-9座,,,,,,,,,,,,
Central Plaza,中嘉閣,,,,,"51/59 Kwong Fuk Rd.,
Tai Po","大埔
廣福道51/59號",,,,,1991,P,,
Centro,,,,,,"1A Chui Tong Rd.,
Sai Kung","西貢
翠塘路1A號",,,,,2002,,,
Century Centre,世紀中心,,,,,"1 Ping Ha Rd.,
Ping Shan Yuen Long","元朗屏山
屏廈路1號",,,,,1982,,,
Century Centre,世紀中心,,,,,"33/35 Au Pui Wan St.,
Fo Tan","火炭
坳背灣街33/35號",,,,,1981,P,,
Century Court,山翠苑,,,,,"18 Chi Fuk Circuit,
Fanling","粉嶺
置福圍18號",,,,,1996,P,,
Century Gateway,瓏門 ,,,,,"83 Tuen Mun Heung
Sze Wui Rd., Tuen Mun","屯門
屯門鄉事會路83號",,,,,2012,,,
Century Gateway,瓏門 ,V City,,,,,,,,,,,,,
Century Industrial Building,世紀城市工業大廈,,,,,"1 Tsing Yeung Circuit,
Tuen Mun","屯門
青楊街1號",,,,,1983,P,,
